2021-11-04 02:45:34,164***B***17155***1
2021-11-04 04:54:03,714***S***17223***1
2021-11-04 09:01:08,422***S***17214***1
2021-11-04 09:03:05,635***S***17209***1
2021-11-04 09:50:36,884***S***17178***1
2021-11-04 10:51:00,913***S***17159***1
2021-11-04 10:55:43,955***S***17154***1
2021-11-04 12:35:36,090***S***17103***1
2021-11-04 13:35:01,166***B***17073***1
2021-11-04 13:35:52,093***S***17056***1
2021-11-04 16:15:03,144***B***17108***1
2021-11-05 00:04:05,585***B***17100***1
2021-11-05 02:00:01,982***B***17127***1
2021-11-05 02:00:02,975***B***17129***1
2021-11-05 02:12:09,900***B***17133***1
2021-11-05 02:59:53,705***S***17147***1
2021-11-05 03:48:01,749***B***17170***1
2021-11-05 04:44:14,217***S***17189***1
2021-11-05 04:54:03,653***S***17189***1
2021-11-05 08:45:00,703***B***17154***1
2021-11-05 08:51:00,346***S***17161***1
2021-11-05 09:00:10,239***B***17161***1
2021-11-05 10:05:06,209***B***17174***1
2021-11-05 10:25:00,205***B***17193***2
2021-11-05 10:25:11,904***B***17196***1
2021-11-05 11:57:02,597***B***17246***1
2021-11-05 12:22:02,279***B***17257***1
2021-11-05 13:44:00,375***S***17268***1
2021-11-05 15:30:00,797***S***17252***1
2021-11-05 16:52:49,421***S***17278***1
2021-11-05 20:35:57,296***B***17314***1
2021-11-05 21:14:00,978***B***17322***1
2021-11-05 21:18:17,958***B***17328***1
2021-11-05 21:18:18,031***B***17328***1
2021-11-05 23:15:01,028***S***17331***1
2021-11-06 00:41:00,443***S***17303***1
2021-11-06 00:42:02,710***S***17301***1
2021-11-06 01:09:04,294***S***17272***1
2021-11-06 01:09:04,373***S***17272***2
2021-11-06 01:10:40,721***S***17266***1
2021-11-06 01:30:00,917***S***17244***1
2021-11-06 01:52:00,461***B***17273***1
2021-11-06 02:06:00,766***B***17293***2
2021-11-06 04:00:04,736***B***17320***1
2021-11-06 04:40:25,816***B***17301***1
2021-11-06 04:53:41,243***S***17302***1
2021-11-06 04:54:01,443***S***17300***1
2021-11-08 08:52:00,624***S***17267***1
2021-11-08 09:00:06,167***S***17285***1
2021-11-08 09:03:06,434***B***17292***1
2021-11-08 09:05:29,573***B***17311***1
2021-11-08 09:19:25,587***B***17313***1
2021-11-08 09:21:02,563***B***17318***1
2021-11-08 09:26:07,316***S***17297***1
2021-11-08 09:45:01,795***B***17346***1
2021-11-08 10:07:01,437***S***17314***1
2021-11-08 10:18:10,986***B***17352***1
2021-11-08 10:18:12,632***B***17349***1
2021-11-08 10:21:01,125***B***17360***1
2021-11-08 10:33:12,328***S***17366***2
2021-11-08 12:05:33,608***B***17384***1
2021-11-08 13:15:01,860***B***17385***1
2021-11-08 15:01:00,042***B***17427***1
2021-11-08 15:07:02,139***B***17439***1
2021-11-08 15:07:02,220***B***17439***1
2021-11-08 15:14:13,866***B***17448***1
2021-11-08 15:16:00,609***B***17450***1
2021-11-08 15:17:17,797***B***17460***1
2021-11-08 20:57:11,889***S***17458***2
2021-11-08 20:57:11,971***S***17458***1
2021-11-08 20:57:12,015***S***17457***1
2021-11-08 22:30:24,846***S***17450***1
2021-11-09 04:40:09,654***S***17514***1
2021-11-09 04:44:00,467***S***17516***1
2021-11-09 04:54:03,558***S***17516***1
2021-11-09 08:45:01,177***B***17500***1
2021-11-09 08:45:01,325***B***17504***2
2021-11-09 09:00:11,362***B***17500***1
2021-11-09 09:10:00,634***B***17533***1
2021-11-09 09:25:01,093***B***17571***1
2021-11-09 09:25:01,873***B***17571***1
2021-11-09 09:27:02,747***B***17576***1
2021-11-09 09:27:04,060***B***17579***1
2021-11-09 09:29:01,099***B***17568***1
2021-11-09 09:34:14,198***S***17559***1
2021-11-09 09:34:14,679***S***17560***1
2021-11-09 09:35:02,103***S***17540***1
2021-11-09 09:45:20,083***S***17517***1
2021-11-09 09:45:23,339***S***17516***1
2021-11-09 09:58:45,329***S***17531***1
2021-11-09 10:13:34,717***B***17589***1
2021-11-09 10:13:37,885***B***17589***1
2021-11-09 10:13:38,702***B***17588***1
2021-11-09 10:22:36,030***S***17554***1
2021-11-09 10:42:00,965***B***17579***1
2021-11-09 10:58:53,471***B***17591***1
2021-11-09 11:05:28,467***S***17561***1
2021-11-09 13:35:00,823***S***17546***1
2021-11-09 13:44:01,217***S***17548***1
2021-11-09 16:18:06,326***B***17598***1
2021-11-09 16:57:21,932***S***17610***1
2021-11-09 18:18:16,399***B***17630***1
2021-11-09 20:45:51,263***S***17600***1
2021-11-10 04:11:26,703***S***17551***1
2021-11-10 04:54:03,641***S***17552***1
2021-11-10 08:45:42,988***B***17567***1
2021-11-10 09:03:06,298***S***17547***1
2021-11-10 09:15:03,339***B***17569***1
2021-11-10 10:13:51,682***S***17511***1
2021-11-10 11:02:14,825***S***17504***2
2021-11-10 19:48:17,112***S***17555***1
2021-11-10 22:00:09,358***B***17538***1
2021-11-11 01:48:01,609***S***17482***1
2021-11-11 02:54:06,813***S***17456***1
2021-11-11 04:54:31,885***B***17446***1
2021-11-11 08:45:00,385***S***17429***1
2021-11-11 08:56:54,095***S***17436***1
2021-11-11 09:00:10,797***S***17432***1
2021-11-11 09:00:40,227***B***17425***1
2021-11-11 09:07:17,915***S***17410***1
2021-11-11 09:07:42,938***S***17404***1
2021-11-11 09:11:09,126***S***17395***1
2021-11-11 09:11:09,191***S***17396***1
2021-11-11 09:15:08,276***B***17430***1
2021-11-11 09:20:00,643***B***17456***1
2021-11-11 09:32:44,810***B***17473***1
2021-11-11 09:45:00,698***S***17483***1
2021-11-11 10:33:00,397***B***17518***1
2021-11-12 00:18:01,799***B***17545***1
2021-11-12 04:54:42,931***S***17519***1
2021-11-12 08:45:01,089***S***17561***1
2021-11-12 09:03:05,661***S***17533***1
2021-11-12 09:05:13,050***S***17526***1
2021-11-12 09:39:05,533***B***17594***1
2021-11-12 09:39:08,832***B***17594***1
2021-11-12 09:39:10,327***B***17593***1
2021-11-12 09:39:27,817***B***17587***1
2021-11-12 09:39:30,829***B***17587***1
2021-11-12 09:39:31,080***B***17588***1
2021-11-12 09:39:33,490***B***17587***1
2021-11-12 09:43:04,171***B***17605***1
2021-11-12 09:43:04,612***B***17606***1
2021-11-12 09:43:31,551***B***17609***1
2021-11-12 09:45:01,271***B***17625***1
2021-11-12 09:45:02,296***B***17634***1
2021-11-12 09:45:02,315***B***17634***1
2021-11-12 09:50:00,357***S***17602***1
2021-11-12 10:03:00,964***B***17624***1
2021-11-12 10:17:43,784***S***17604***1
2021-11-12 10:33:21,793***B***17623***1
2021-11-12 10:42:00,854***S***17618***1
2021-11-12 10:45:00,724***S***17617***1
2021-11-12 11:06:25,289***S***17558***1
2021-11-12 11:33:03,316***S***17547***4
2021-11-12 11:56:21,403***S***17531***1
2021-11-12 11:57:41,430***S***17515***1
2021-11-12 12:08:01,196***S***17502***1
2021-11-12 12:40:56,486***S***17502***1
2021-11-12 12:45:01,320***S***17511***1
2021-11-12 16:32:41,199***S***17527***1
2021-11-12 23:15:03,268***S***17546***1
2021-11-13 00:06:01,550***B***17580***1
2021-11-13 00:24:05,914***B***17589***1
2021-11-13 04:54:11,459***S***17598***1
2021-11-13 04:54:11,574***S***17595***1
2021-11-15 08:52:01,465***B***17630***1
2021-11-15 09:00:55,978***B***17650***1
2021-11-15 09:03:01,403***B***17657***1
2021-11-15 09:05:03,601***B***17664***1
2021-11-15 09:05:21,355***B***17660***1
2021-11-15 09:09:14,241***B***17665***1
2021-11-15 09:10:09,886***B***17671***1
2021-11-15 09:15:00,372***B***17670***1
2021-11-15 09:18:28,920***B***17685***1
2021-11-15 09:21:54,602***B***17691***1
2021-11-15 09:21:54,674***B***17691***1
2021-11-15 09:25:00,852***B***17692***1
2021-11-15 09:25:10,992***B***17691***1
2021-11-15 09:28:26,973***S***17667***2
2021-11-15 09:32:08,994***B***17693***2
2021-11-15 09:32:09,116***B***17693***2
2021-11-15 09:33:03,762***B***17694***1
2021-11-15 09:37:00,855***B***17678***1
2021-11-15 09:46:03,118***B***17706***1
2021-11-15 09:51:06,957***S***17662***2
2021-11-15 09:51:07,062***S***17661***2
2021-11-15 09:51:09,424***S***17651***1
2021-11-15 09:51:40,034***S***17651***1
2021-11-15 10:20:23,537***S***17654***1
2021-11-15 10:25:10,588***S***17652***1
2021-11-15 11:45:01,105***B***17653***1
2021-11-15 12:23:45,553***S***17631***1
2021-11-15 12:26:27,804***S***17613***1
2021-11-15 12:26:30,199***S***17619***1
2021-11-15 13:33:01,030***S***17656***1
2021-11-15 13:44:00,535***S***17662***1
2021-11-15 17:27:37,460***B***17688***1
2021-11-15 21:15:02,752***B***17709***1
2021-11-15 21:15:02,918***B***17709***1
2021-11-15 21:16:02,088***B***17709***1
2021-11-15 21:18:03,257***B***17714***1
2021-11-15 22:41:46,044***S***17686***1
2021-11-15 23:16:02,062***S***17674***1
2021-11-16 00:44:45,069***S***17651***1
2021-11-16 01:22:38,706***S***17640***1
2021-11-16 04:46:08,250***S***17655***1
2021-11-16 08:45:01,173***B***17662***1
2021-11-16 09:03:06,649***S***17667***1
2021-11-16 09:36:49,923***B***17700***1
2021-11-16 09:45:33,100***S***17683***1
2021-11-16 09:47:42,061***B***17710***1
2021-11-16 10:09:02,542***S***17697***1
2021-11-16 10:52:27,368***B***17714***1
2021-11-16 13:33:01,481***B***17681***1
2021-11-16 15:01:09,372***B***17723***1
2021-11-16 15:12:05,882***B***17719***1
2021-11-16 22:33:56,992***B***17720***3
2021-11-16 23:45:48,613***S***17698***1
2021-11-17 00:21:19,166***B***17723***1
2021-11-17 04:30:10,588***S***17731***1
2021-11-17 04:44:00,491***S***17736***1
2021-11-17 04:54:00,878***S***17737***1
2021-11-17 09:06:00,827***B***17730***1
2021-11-17 09:51:45,280***B***17732***1
2021-11-17 10:03:17,229***S***17692***1
2021-11-17 10:03:20,091***S***17695***2
2021-11-17 11:00:11,256***B***17736***1
2021-11-17 11:14:18,449***B***17750***1
2021-11-17 11:15:00,785***B***17758***1
